Name,Year,Correct Year,Miles,Price,Brand,Model
Chevrolet Colorado Crew Cab,2016,2016,"91,960.00","$24,990",Chevrolet,Colorado Crew Cab
Hyundai Santa Fe Sport,2017,2017,"71,145.00","$18,990",Hyundai,Santa Fe Sport
Nissan Altima,2020,2020,"48,601.00","$19,990",Nissan,Altima
Lexus IS,2011,2011,"85,213.00","$17,990",Lexus,IS
Ford EcoSport,2018,2018,"55,747.00","$18,590",Ford,EcoSport
Ford Fiesta,2018,2018,"45,136.00","$14,590",Ford,Fiesta
Mercedes-Benz E-Class,2014,2014,"75,337.00","$20,990",Mercedes-Benz,E-Class
Kia Soul,2016,2016,"100,861.00","$13,590",Kia,Soul
Ford Flex,2014,2014,"61,735.00","$22,590",Ford,Flex
Kia Soul,2013,2013,"92,729.00","$13,590",Kia,Soul
Buick Encore,2016,2016,"66,847.00","$16,590",Buick,Encore
Chrysler Pacifica,2017,2017,"91,696.00","$19,990",Chrysler,Pacifica
Jeep Compass,2021,2021,"55,093.00","$21,990",Jeep,Compass
Toyota RAV,20114,2011,"101,109.00","$17,590",Toyota,RAV
Nissan Rogue Sport,2017,2017,"49,562.00","$22,590",Nissan,Rogue Sport
Hyundai Kona,2018,2018,"45,337.00","$19,990",Hyundai,Kona
Volkswagen Golf GTI,2016,2016,"47,259.00","$24,590",Volkswagen,Golf GTI
smart fortwo,2013,2013,"28,703.00","$14,990",smart,fortwo
Chrysler Pacifica,2019,2019,"81,607.00","$22,990",Chrysler,Pacifica
Kia Sportage,2017,2017,"84,333.00","$16,990",Kia,Sportage
Nissan LEAF,2013,2013,"25,860.00","$14,590",Nissan,LEAF
Ford Fiesta,2015,2015,"99,415.00","$12,590",Ford,Fiesta
Nissan Versa,2022,2022,"2,946.00","$21,590",Nissan,Versa
Hyundai Kona,2019,2019,"52,845.00","$19,990",Hyundai,Kona
Hyundai Ioniq Hybrid,2020,2020,"52,492.00","$23,990",Hyundai,Ioniq Hybrid
Jeep Cherokee,2021,2021,"46,102.00","$27,990",Jeep,Cherokee
Nissan Rogue,2015,2015,"58,722.00","$19,590",Nissan,Rogue
Jeep Cherokee,2014,2014,"49,036.00","$19,590",Jeep,Cherokee
Volkswagen Golf GTI,2018,2018,"90,054.00","$24,590",Volkswagen,Golf GTI
Ford F SuperCrew Cab,2020150,2020,"70,783.00","$30,990",Ford,F SuperCrew Cab
Honda Accord,2015,2015,"58,203.00","$19,590",Honda,Accord
Chrysler,2016200,2016,104200,15590,,#VALUE!
Volkswagen Passat,2016,2016,"71,695.00","$17,590",Volkswagen,Passat
Ford Fusion,2019,2019,"33,083.00","$20,990",Ford,Fusion
Subaru Impreza,2019,2019,"43,022.00","$21,590",Subaru,Impreza
MAZDA CX-,20165,2016,"57,429.00","$19,590",MAZDA,CX-
Ford Fiesta,2016,2016,"16,395.00","$15,990",Ford,Fiesta
Jeep Cherokee,2016,2016,"44,757.00","$18,990",Jeep,Cherokee
Hyundai Elantra,2016,2016,"67,984.00","$14,590",Hyundai,Elantra
Nissan Murano,2018,2018,"79,549.00","$21,990",Nissan,Murano
Chevrolet Sonic,2016,2016,"57,050.00","$13,990",Chevrolet,Sonic
Jeep Cherokee,2019,2019,"25,695.00","$24,990",Jeep,Cherokee
Ford EcoSport,2020,2020,"29,035.00","$19,990",Ford,EcoSport
Ford Bronco Sport,2021,2021,"22,458.00","$31,590",Ford,Bronco Sport
MINI Countryman,2013,2013,"68,777.00","$16,590",MINI,Countryman
Nissan Altima,2019,2019,"38,914.00","$22,990",Nissan,Altima
Acura MDX,2016,2016,"92,544.00","$21,990",Acura,MDX
Jeep Cherokee,2021,2021,"46,102.00","$27,990",Jeep,Cherokee
Ford Expedition,2017,2017,"87,040.00","$24,990",Ford,Expedition
Honda Accord,2020,2020,"58,097.00","$26,990",Honda,Accord
Ford Fusion,2017,2017,"54,025.00","$18,990",Ford,Fusion
Chevrolet Silverado  Crew Cab,20211500,2021,"7,315.00","$43,590",Chevrolet,Silverado  Crew Cab
Mitsubishi Mirage G,20194,2019,"24,065.00","$15,990",Mitsubishi,Mirage G
Nissan Sentra,2019,2019,"64,510.00","$16,990",Nissan,Sentra
Ford Escape,2014,2014,"102,417.00","$14,990",Ford,Escape
Toyota RAV,20174,2017,"65,634.00","$21,990",Toyota,RAV
Honda Accord,2019,2019,"37,659.00","$24,990",Honda,Accord
Volkswagen Golf,2013,2013,"75,264.00","$16,990",Volkswagen,Golf
Ford EcoSport,2019,2019,"40,827.00","$19,990",Ford,EcoSport
Hyundai Kona,2020,2020,"36,118.00","$23,990",Hyundai,Kona
Chevrolet Suburban,2019,2019,"54,843.00","$57,590",Chevrolet,Suburban
Acura TL,2011,2011,"56,095.00","$17,990",Acura,TL
Lincoln MKC,2015,2015,"74,004.00","$18,990",Lincoln,MKC
Dodge Journey,2018,2018,"62,942.00","$19,590",Dodge,Journey
Toyota Prius,2011,2011,"93,851.00","$15,590",Toyota,Prius
Kia Optima,2020,2020,"58,492.00","$19,590",Kia,Optima
Nissan Versa,2015,2015,"70,935.00","$12,990",Nissan,Versa
Nissan Versa,2018,2018,"54,443.00","$14,590",Nissan,Versa
Nissan Sentra,2014,2014,"52,649.00","$13,990",Nissan,Sentra
Buick Encore,2017,2017,"42,878.00","$18,990",Buick,Encore
Dodge Grand Caravan Passenger,2013,2013,"79,773.00","$14,990",Dodge,Grand Caravan Passenger
Ford Escape,2016,2016,"80,570.00","$17,590",Ford,Escape
Ford Fusion,2015,2015,"73,387.00","$16,990",Ford,Fusion
Nissan Armada,2020,2020,"59,237.00","$36,990",Nissan,Armada
Scion iM,2016,2016,"53,823.00","$17,990",Scion,iM
GMC Terrain,2018,2018,"53,896.00","$25,590",GMC,Terrain
Toyota Corolla,2011,2011,"85,428.00","$13,990",Toyota,Corolla
Chrysler Pacifica,2017,2017,"67,409.00","$23,590",Chrysler,Pacifica
Nissan LEAF,2016,2016,"24,636.00","$16,990",Nissan,LEAF
Nissan Rogue,2019,2019,"73,980.00","$21,990",Nissan,Rogue
Ford Explorer,2018,2018,"51,501.00","$25,990",Ford,Explorer
Nissan Kicks,2019,2019,"31,207.00","$21,590",Nissan,Kicks
Mitsubishi Mirage,2018,2018,"5,245.00","$16,990",Mitsubishi,Mirage
Dodge Grand Caravan Passenger,2019,2019,"98,919.00","$17,590",Dodge,Grand Caravan Passenger
Nissan Pathfinder,2017,2017,"72,205.00","$18,990",Nissan,Pathfinder
Buick Encore,2018,2018,"71,237.00","$16,990",Buick,Encore
Ford Edge,2014,2014,"101,928.00","$14,990",Ford,Edge
Nissan Sentra,2019,2019,"56,436.00","$17,590",Nissan,Sentra
Land Rover Range Rover Evoque,2020,2020,"45,924.00","$35,590",Land,Rover Range Rover Evoque
Ford Fiesta,2014,2014,"45,314.00","$12,990",Ford,Fiesta
Honda HR-V,2017,2017,"40,031.00","$20,990",Honda,HR-V
Ford Mustang,2020,2020,"48,546.00","$30,990",Ford,Mustang
BMW  Series,20123,2012,"80,528.00","$16,590",BMW, Series
Ford Bronco Sport,2021,2021,"22,458.00","$31,590",Ford,Bronco Sport
Chrysler,2015200,2015,27534,17590,,#VALUE!
Chevrolet Silverado  Crew Cab,20211500,2021,"7,315.00","$43,590",Chevrolet,Silverado  Crew Cab
Toyota RAV,20184,2018,"52,917.00","$23,990",Toyota,RAV
smart fortwo,2013,2013,"28,703.00","$14,990",smart,fortwo
Cadillac ATS,2017,2017,"65,575.00","$21,590",Cadillac,ATS
Honda Fit,2016,2016,"60,778.00","$19,590",Honda,Fit
Hyundai Elantra,2016,2016,"105,344.00","$13,590",Hyundai,Elantra
Nissan Rogue Sport,2018,2018,"57,212.00","$18,990",Nissan,Rogue Sport
Lincoln MKS,2013,2013,"75,518.00","$16,590",Lincoln,MKS
Jeep Compass,2021,2021,"56,052.00","$21,990",Jeep,Compass
BMW  Series,20203,2020,"70,735.00","$27,990",BMW, Series
Cadillac SRX,2016,2016,"78,054.00","$20,990",Cadillac,SRX
Buick Encore,2016,2016,"41,432.00","$18,990",Buick,Encore
Volkswagen Passat,2013,2013,"98,653.00","$13,990",Volkswagen,Passat
FIAT,2013500,2013,32155,13990,,#VALUE!
Lexus LC,2018,2018,"11,612.00","$73,590",Lexus,LC
Ford Fusion,2018,2018,"101,916.00","$17,590",Ford,Fusion
Ford Edge,2018,2018,"51,957.00","$21,590",Ford,Edge
MAZDA MAZDA,20135,2013,"37,418.00","$17,590",MAZDA,MAZDA
Land Rover LR,20164,2016,"86,617.00","$31,590",Land,Rover LR
Jeep Renegade,2018,2018,"8,242.00","$24,590",Jeep,Renegade
MAZDA MX- Miata,20135,2013,"41,244.00","$20,990",MAZDA,MX- Miata
Honda Accord,2015,2015,"58,203.00","$19,590",Honda,Accord
Hyundai Genesis,2015,2015,"55,232.00","$26,590",Hyundai,Genesis
Toyota Corolla,2013,2013,"90,831.00","$14,590",Toyota,Corolla
Toyota Prius c,2013,2013,"95,653.00","$15,990",Toyota,Prius c
Jeep Compass,2021,2021,"55,698.00","$21,990",Jeep,Compass
Nissan Rogue,2016,2016,"47,859.00","$18,990",Nissan,Rogue
Nissan Rogue,2016,2016,"96,510.00","$15,990",Nissan,Rogue
Nissan Rogue,2015,2015,"47,899.00","$18,590",Nissan,Rogue
Mitsubishi Outlander Sport,2021,2021,"34,953.00","$21,990",Mitsubishi,Outlander Sport
Chevrolet Malibu,2017,2017,"92,893.00","$15,990",Chevrolet,Malibu
Jeep Cherokee,2019,2019,"41,870.00","$26,990",Jeep,Cherokee
Chevrolet Volt,2014,2014,"67,845.00","$16,590",Chevrolet,Volt
Hyundai Accent,2022,2022,"11,417.00","$20,990",Hyundai,Accent
Honda Fit,2015,2015,"73,562.00","$16,990",Honda,Fit
MAZDA MAZDA,20103,2010,"86,312.00","$12,990",MAZDA,MAZDA
GMC Terrain,2017,2017,"71,520.00","$18,590",GMC,Terrain
MINI Hardtop  Door,20152,2015,"50,450.00","$19,590",MINI,Hardtop  Door
Hyundai Tucson,2019,2019,"40,323.00","$22,990",Hyundai,Tucson
Toyota Sequoia,2019,2019,"64,705.00","$38,990",Toyota,Sequoia
Honda HR-V,2016,2016,"52,780.00","$20,990",Honda,HR-V
Nissan Rogue,2020,2020,"50,865.00","$22,590",Nissan,Rogue
Ford Fusion,2010,2010,"54,056.00","$13,990",Ford,Fusion
INFINITI M,2011,2011,"101,430.00","$16,590",INFINITI,M
Nissan Rogue,2017,2017,"91,604.00","$16,990",Nissan,Rogue
Toyota Corolla,2016,2016,"90,735.00","$16,990",Toyota,Corolla
Dodge Charger,2020,2020,"55,902.00","$31,990",Dodge,Charger
Toyota C-HR,2018,2018,"7,188.00","$24,590",Toyota,C-HR
MAZDA MAZDA,20193,2019,"20,893.00","$23,590",MAZDA,MAZDA
Land Rover Range Rover Velar,2020,2020,"51,752.00","$43,990",Land,Rover Range Rover Velar
Buick Encore,2016,2016,"62,354.00","$16,990",Buick,Encore
Hyundai Elantra,2013,2013,"62,125.00","$14,590",Hyundai,Elantra
Chevrolet Cruze,2015,2015,"48,056.00","$15,990",Chevrolet,Cruze
Toyota Sienna,2013,2013,"93,792.00","$20,990",Toyota,Sienna
Land Rover LR,20164,2016,"86,617.00","$31,590",Land,Rover LR
Kia Sportage,2018,2018,"13,541.00","$22,990",Kia,Sportage
INFINITI QX,201860,2018,"49,067.00","$28,990",INFINITI,QX
Chevrolet Equinox,2017,2017,"76,464.00","$16,990",Chevrolet,Equinox
MINI Countryman,2014,2014,"33,376.00","$19,990",MINI,Countryman
Jeep Renegade,2020,2020,"40,313.00","$22,590",Jeep,Renegade
Nissan Sentra,2014,2014,"52,649.00","$13,990",Nissan,Sentra
Toyota Corolla,2020,2020,"5,741.00","$23,990",Toyota,Corolla
Hyundai Tucson,2020,2020,"43,236.00","$23,990",Hyundai,Tucson
Volkswagen Beetle,2014,2014,"67,346.00","$19,990",Volkswagen,Beetle
Nissan Rogue Sport,2020,2020,"51,080.00","$20,590",Nissan,Rogue Sport
Chevrolet Volt,2011,2011,"14,818.00","$17,990",Chevrolet,Volt
Mercedes-Benz CLA,2016,2016,"47,385.00","$24,990",Mercedes-Benz,CLA
Volkswagen Touareg,2016,2016,"113,346.00","$24,590",Volkswagen,Touareg
Hyundai Elantra,2015,2015,"52,832.00","$14,990",Hyundai,Elantra
Acura MDX,2014,2014,"97,034.00","$21,990",Acura,MDX
Honda Civic,2011,2011,"72,452.00","$14,590",Honda,Civic
Chevrolet Trax,2015,2015,"47,798.00","$16,990",Chevrolet,Trax
Dodge Grand Caravan Passenger,2018,2018,"78,986.00","$16,990",Dodge,Grand Caravan Passenger
Toyota Camry,2018,2018,"38,108.00","$22,990",Toyota,Camry
Kia Optima Hybrid,2015,2015,"93,022.00","$16,590",Kia,Optima Hybrid
FIAT L,2019500,2019,"39,536.00","$18,990",FIAT,L
Jeep Compass,2021,2021,"56,052.00","$21,990",Jeep,Compass
Hyundai Tucson,2020,2020,"43,236.00","$23,990",Hyundai,Tucson
BMW i,20153,2015,"50,004.00","$19,990",BMW,i
Hyundai Accent,2018,2018,"74,059.00","$15,590",Hyundai,Accent
Dodge Dart,2016,2016,"73,420.00","$14,990",Dodge,Dart
Toyota Sienna,2017,2017,"82,530.00","$23,990",Toyota,Sienna
Nissan Rogue Sport,2020,2020,"51,080.00","$20,590",Nissan,Rogue Sport
GMC Acadia,2016,2016,"102,731.00","$20,590",GMC,Acadia
MINI Hardtop  Door,20164,2016,"72,708.00","$17,590",MINI,Hardtop  Door
Nissan Versa,2020,2020,"53,822.00","$17,590",Nissan,Versa
Toyota Corolla,2016,2016,"42,557.00","$17,990",Toyota,Corolla
Ford Fusion,2020,2020,"55,289.00","$20,590",Ford,Fusion
Nissan Rogue,2016,2016,"71,417.00","$16,590",Nissan,Rogue
Nissan Rogue,2016,2016,"51,001.00","$18,990",Nissan,Rogue
Mercedes-Benz CLA,2016,2016,"59,506.00","$24,590",Mercedes-Benz,CLA
Toyota Corolla,2020,2020,"51,664.00","$19,990",Toyota,Corolla
Buick Verano,2013,2013,"53,063.00","$15,590",Buick,Verano
Mercedes-Benz C-Class,2016,2016,"78,180.00","$21,990",Mercedes-Benz,C-Class
Honda Accord,2012,2012,"78,327.00","$15,590",Honda,Accord
Buick LaCrosse,2012,2012,"32,939.00","$18,990",Buick,LaCrosse
Nissan Rogue,2015,2015,"30,611.00","$18,990",Nissan,Rogue
Nissan Rogue Sport,2020,2020,"51,080.00","$20,590",Nissan,Rogue Sport
Nissan Rogue,2016,2016,"85,370.00","$17,990",Nissan,Rogue
Mitsubishi Outlander,2016,2016,"49,400.00","$19,990",Mitsubishi,Outlander
Toyota Yaris,2012,2012,"101,575.00","$12,990",Toyota,Yaris
Kia Sportage,2019,2019,"30,059.00","$22,990",Kia,Sportage
Honda Civic,2012,2012,"105,085.00","$13,990",Honda,Civic
Hyundai Elantra,2016,2016,"53,847.00","$14,990",Hyundai,Elantra
MAZDA CX-,202130,2021,"35,156.00","$21,990",MAZDA,CX-
Volkswagen Passat,2013,2013,"64,263.00","$14,590",Volkswagen,Passat
Volkswagen Passat,2013,2013,"102,321.00","$12,990",Volkswagen,Passat
FIAT  Abarth,2014500,2014,"60,169.00","$15,590",FIAT, Abarth
Cadillac ATS,2017,2017,"43,257.00","$24,590",Cadillac,ATS
Hyundai Sonata,2018,2018,"56,075.00","$19,990",Hyundai,Sonata
MAZDA MAZDA,20196,2019,"26,985.00","$24,590",MAZDA,MAZDA
Jeep Grand Cherokee,2017,2017,"52,652.00","$23,990",Jeep,Grand Cherokee
Toyota Corolla,2013,2013,"94,274.00","$14,590",Toyota,Corolla
Toyota Camry,2017,2017,"38,389.00","$21,590",Toyota,Camry
Ford Taurus,2016,2016,"35,623.00","$20,590",Ford,Taurus
Kia Sorento,2020,2020,"57,041.00","$22,990",Kia,Sorento
Nissan Rogue,2017,2017,"59,719.00","$18,590",Nissan,Rogue
Buick Encore,2018,2018,"73,755.00","$17,590",Buick,Encore
Scion iM,2016,2016,"70,283.00","$16,590",Scion,iM
Hyundai Elantra,2015,2015,"50,525.00","$15,590",Hyundai,Elantra
Jeep Compass,2020,2020,"44,020.00","$21,990",Jeep,Compass
FIAT,2013500,2013,37943,13990,,#VALUE!
Chevrolet Trax,2015,2015,"49,104.00","$16,590",Chevrolet,Trax
Ford Escape,2018,2018,"53,484.00","$18,990",Ford,Escape
Kia Rio,2013,2013,"38,205.00","$13,590",Kia,Rio
Kia Sorento,2020,2020,"56,090.00","$24,990",Kia,Sorento
Acura RDX,2013,2013,"98,020.00","$17,590",Acura,RDX
Volkswagen Golf GTI,2015,2015,"48,213.00","$23,590",Volkswagen,Golf GTI
BMW i,20143,2014,"43,885.00","$17,990",BMW,i
Honda Civic,2015,2015,"26,989.00","$19,990",Honda,Civic
Kia Soul,2013,2013,"43,563.00","$13,990",Kia,Soul
Toyota Corolla,2017,2017,"14,100.00","$20,990",Toyota,Corolla
MAZDA CX-,202130,2021,"41,213.00","$21,990",MAZDA,CX-
Honda Accord,2014,2014,"38,422.00","$19,990",Honda,Accord
Kia Forte,2015,2015,"54,046.00","$14,590",Kia,Forte
Nissan Kicks,2020,2020,"47,122.00","$19,590",Nissan,Kicks
FIAT,2013500,2013,52054,12990,,#VALUE!
GMC Terrain,2018,2018,"43,259.00","$22,590",GMC,Terrain
Buick Verano,2016,2016,"9,425.00","$20,590",Buick,Verano
Honda Fit,2012,2012,"104,716.00","$12,990",Honda,Fit
Volkswagen Jetta,2019,2019,"14,887.00","$21,590",Volkswagen,Jetta
Jeep Cherokee,2014,2014,"63,509.00","$16,990",Jeep,Cherokee
Chevrolet Spark,2013,2013,"62,195.00","$14,590",Chevrolet,Spark
Kia Sorento,2020,2020,"56,090.00","$24,990",Kia,Sorento
Ford Edge,2014,2014,"98,882.00","$14,990",Ford,Edge
Kia Sportage,2017,2017,"17,350.00","$21,990",Kia,Sportage
Volvo C,200970,2009,"71,463.00","$14,990",Volvo,C
Chrysler Pacifica,2017,2017,"91,696.00","$19,990",Chrysler,Pacifica
Hyundai Accent,2017,2017,"36,859.00","$15,590",Hyundai,Accent
Nissan Maxima,2016,2016,"47,176.00","$22,590",Nissan,Maxima
Ford Mustang,2019,2019,"48,112.00","$24,590",Ford,Mustang
BMW i,20143,2014,"43,531.00","$18,990",BMW,i
Honda Civic,2017,2017,"86,596.00","$18,590",Honda,Civic
Chrysler,2015200,2015,37976,18990,,#VALUE!
Nissan Sentra,2019,2019,"19,606.00","$19,990",Nissan,Sentra
Buick Encore,2017,2017,"64,277.00","$17,990",Buick,Encore
Scion xD,2014,2014,"59,543.00","$14,590",Scion,xD
MAZDA MAZDA,20146,2014,"72,027.00","$16,990",MAZDA,MAZDA
Honda Accord,2014,2014,"66,651.00","$17,990",Honda,Accord
Subaru Forester,2018,2018,"41,454.00","$24,590",Subaru,Forester
Chrysler,2014200,2014,97670,12990,,#VALUE!
Ford Mustang,2020,2020,"59,304.00","$23,990",Ford,Mustang
Mitsubishi Outlander Sport,2021,2021,"37,022.00","$20,990",Mitsubishi,Outlander Sport
Toyota Corolla,2020,2020,"49,092.00","$19,990",Toyota,Corolla
Honda Accord,2018,2018,"76,320.00","$24,990",Honda,Accord
MINI Hardtop,2013,2013,"59,179.00","$14,990",MINI,Hardtop
Toyota Corolla,2020,2020,"51,874.00","$19,990",Toyota,Corolla
Toyota Avalon,2016,2016,"52,544.00","$23,990",Toyota,Avalon
Volkswagen Passat,2021,2021,"28,162.00","$23,990",Volkswagen,Passat
Volkswagen Jetta,2014,2014,"69,402.00","$13,990",Volkswagen,Jetta
Jeep Compass,2019,2019,"67,676.00","$20,590",Jeep,Compass
Toyota Camry,2015,2015,"43,723.00","$19,590",Toyota,Camry
MAZDA MAZDA,20146,2014,"35,964.00","$19,590",MAZDA,MAZDA
Dodge Grand Caravan Passenger,2017,2017,"104,396.00","$15,990",Dodge,Grand Caravan Passenger
MAZDA MAZDA,20143,2014,"90,521.00","$15,990",MAZDA,MAZDA
Toyota RAV,20164,2016,"57,296.00","$21,590",Toyota,RAV
Honda Civic,2016,2016,"60,847.00","$20,590",Honda,Civic
Toyota Corolla,2016,2016,"42,557.00","$17,990",Toyota,Corolla
Ford Mustang,2020,2020,"59,304.00","$23,990",Ford,Mustang
MAZDA MAZDA,20146,2014,"104,133.00","$15,990",MAZDA,MAZDA
Chevrolet Cruze,2018,2018,"23,055.00","$19,590",Chevrolet,Cruze
BMW  Series,20153,2015,"51,554.00","$20,990",BMW, Series
Toyota Prius,2017,2017,"56,794.00","$23,590",Toyota,Prius
Mercedes-Benz GLC,2016,2016,"67,252.00","$24,990",Mercedes-Benz,GLC
Ford Taurus,2010,2010,"33,799.00","$15,590",Ford,Taurus
Toyota Camry,2011,2011,"53,989.00","$15,590",Toyota,Camry
Jeep Renegade,2018,2018,"47,440.00","$21,990",Jeep,Renegade
Toyota Corolla,2018,2018,"20,699.00","$21,990",Toyota,Corolla
Kia Optima,2015,2015,"69,463.00","$16,990",Kia,Optima
MINI Countryman,2019,2019,"57,167.00","$22,990",MINI,Countryman
Dodge Grand Caravan Passenger,2019,2019,"77,304.00","$19,590",Dodge,Grand Caravan Passenger
Buick Envision,2019,2019,"46,314.00","$24,990",Buick,Envision
Volkswagen Jetta,2014,2014,"50,263.00","$13,990",Volkswagen,Jetta
FIAT,2013500,2013,44087,15990,,#VALUE!
Mitsubishi Outlander,2020,2020,"50,688.00","$20,990",Mitsubishi,Outlander
Jeep Cherokee,2019,2019,"43,530.00","$23,990",Jeep,Cherokee
Toyota Prius c,2014,2014,"89,152.00","$16,590",Toyota,Prius c
MAZDA CX-,20185,2018,"46,858.00","$22,990",MAZDA,CX-
Hyundai Elantra,2017,2017,"35,156.00","$19,990",Hyundai,Elantra
MINI Countryman,2013,2013,"73,609.00","$15,990",MINI,Countryman
Honda Civic,2013,2013,"84,297.00","$14,990",Honda,Civic
Chevrolet Equinox,2019,2019,"64,383.00","$20,590",Chevrolet,Equinox
Mercedes-Benz C-Class,2016,2016,"78,180.00","$21,990",Mercedes-Benz,C-Class
Cadillac ATS,2017,2017,"65,575.00","$21,590",Cadillac,ATS
Chevrolet Malibu,2017,2017,"92,893.00","$15,990",Chevrolet,Malibu
INFINITI EX,2012,2012,"68,481.00","$17,990",INFINITI,EX
BMW  Series,20123,2012,"71,145.00","$18,990",BMW, Series
Ford Fiesta,2016,2016,"53,286.00","$12,990",Ford,Fiesta
Honda Civic,2015,2015,"91,716.00","$16,990",Honda,Civic
Lexus ES,2011,2011,"79,566.00","$16,990",Lexus,ES
Nissan JUKE,2015,2015,"63,518.00","$16,590",Nissan,JUKE
Honda Fit,2016,2016,"60,778.00","$19,590",Honda,Fit
Hyundai Sonata,2017,2017,"84,962.00","$16,590",Hyundai,Sonata
Honda HR-V,2018,2018,"37,485.00","$24,590",Honda,HR-V
Buick Encore,2016,2016,"50,410.00","$16,990",Buick,Encore
Ford Taurus,2013,2013,"62,303.00","$15,990",Ford,Taurus
Chevrolet Impala Limited,2014,2014,"33,037.00","$18,590",Chevrolet,Impala Limited
Hyundai Elantra,2021,2021,"36,610.00","$22,590",Hyundai,Elantra
Hyundai Kona,2018,2018,"69,900.00","$22,990",Hyundai,Kona
Nissan Rogue,2020,2020,"54,120.00","$20,990",Nissan,Rogue
MAZDA MAZDA,20146,2014,"72,027.00","$16,990",MAZDA,MAZDA
Nissan Altima,2020,2020,"47,339.00","$19,990",Nissan,Altima
Acura MDX,2014,2014,"92,011.00","$20,590",Acura,MDX
Jeep Cherokee,2019,2019,"48,700.00","$21,990",Jeep,Cherokee
Volkswagen Tiguan,2018,2018,"45,077.00","$20,590",Volkswagen,Tiguan
Chevrolet Spark EV,2016,2016,"42,959.00","$15,590",Chevrolet,Spark EV
Toyota Prius,2012,2012,"63,756.00","$18,590",Toyota,Prius
Nissan Kicks,2019,2019,"27,691.00","$19,990",Nissan,Kicks
Jeep Compass,2020,2020,"47,480.00","$21,990",Jeep,Compass
Volkswagen Tiguan Limited,2017,2017,"58,386.00","$17,990",Volkswagen,Tiguan Limited
Toyota Corolla,2020,2020,"19,145.00","$24,590",Toyota,Corolla
Chevrolet Equinox,2020,2020,"53,475.00","$21,590",Chevrolet,Equinox
Toyota Prius v,2013,2013,"61,097.00","$19,990",Toyota,Prius v
Hyundai Tucson,2015,2015,"22,736.00","$18,990",Hyundai,Tucson
Ford Mustang,2020,2020,"47,926.00","$24,990",Ford,Mustang
Nissan JUKE,2016,2016,"83,024.00","$15,590",Nissan,JUKE
Nissan Rogue Sport,2020,2020,"50,468.00","$18,990",Nissan,Rogue Sport
MAZDA MAZDA,20156,2015,"80,916.00","$16,590",MAZDA,MAZDA
BMW i,20143,2014,"62,264.00","$18,590",BMW,i
Nissan LEAF,2015,2015,"27,590.00","$15,990",Nissan,LEAF
Nissan Pathfinder,2018,2018,"54,814.00","$23,590",Nissan,Pathfinder
Toyota Camry,2014,2014,"81,961.00","$16,590",Toyota,Camry
Nissan Altima,2015,2015,"46,030.00","$16,590",Nissan,Altima
Chevrolet Camaro,2017,2017,"36,515.00","$23,990",Chevrolet,Camaro
Toyota Yaris,2013,2013,"73,768.00","$14,990",Toyota,Yaris
Ford Escape,2018,2018,"69,295.00","$16,990",Ford,Escape
Hyundai Elantra,2018,2018,"22,863.00","$18,590",Hyundai,Elantra
Honda Civic,2016,2016,"25,144.00","$22,990",Honda,Civic
Jeep Cherokee,2019,2019,"59,198.00","$21,990",Jeep,Cherokee
Nissan Maxima,2017,2017,"55,286.00","$23,590",Nissan,Maxima
Kia Sorento,2017,2017,"53,388.00","$18,990",Kia,Sorento
Chevrolet Spark,2019,2019,"40,726.00","$15,990",Chevrolet,Spark
Chevrolet Trax,2018,2018,"50,991.00","$17,590",Chevrolet,Trax
Toyota C-HR,2019,2019,"48,626.00","$23,990",Toyota,C-HR
Nissan Sentra,2014,2014,"52,649.00","$13,990",Nissan,Sentra
Dodge Grand Caravan Passenger,2018,2018,"78,986.00","$16,990",Dodge,Grand Caravan Passenger
Toyota Corolla,2015,2015,"35,486.00","$17,990",Toyota,Corolla
Honda Civic,2011,2011,"72,452.00","$14,590",Honda,Civic
Jeep Grand Cherokee,2017,2017,"52,652.00","$23,990",Jeep,Grand Cherokee
Kia Niro,2019,2019,"56,201.00","$22,990",Kia,Niro
Chevrolet Equinox,2019,2019,"56,544.00","$19,990",Chevrolet,Equinox
Toyota Corolla iM,2018,2018,"19,651.00","$22,590",Toyota,Corolla iM
MAZDA CX-,20185,2018,"46,858.00","$22,990",MAZDA,CX-
Nissan Versa,2018,2018,"81,279.00","$13,990",Nissan,Versa
Toyota Yaris,2017,2017,"65,338.00","$16,990",Toyota,Yaris
GMC Terrain,2018,2018,"43,259.00","$22,590",GMC,Terrain
Mercedes-Benz SLK-Class,2011,2011,"30,836.00","$24,590",Mercedes-Benz,SLK-Class
MAZDA MAZDA,20163,2016,"63,620.00","$18,590",MAZDA,MAZDA
Ford EcoSport,2020,2020,"47,318.00","$19,590",Ford,EcoSport
Lexus GS,2014,2014,"82,293.00","$23,990",Lexus,GS
Honda Civic,2012,2012,"79,162.00","$14,990",Honda,Civic
Subaru Forester,2018,2018,"41,454.00","$24,590",Subaru,Forester
Toyota Corolla,2017,2017,"14,100.00","$20,990",Toyota,Corolla
Dodge Grand Caravan Passenger,2019,2019,"77,304.00","$19,590",Dodge,Grand Caravan Passenger
Ford Escape,2014,2014,"102,417.00","$14,990",Ford,Escape
Chevrolet Equinox,2019,2019,"56,544.00","$19,990",Chevrolet,Equinox
Kia Soul,2015,2015,"83,655.00","$12,990",Kia,Soul
Mercedes-Benz C-Class,2017,2017,"67,132.00","$24,990",Mercedes-Benz,C-Class
